Year,Make,Model,Trim,Body,Transmission,VIN,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2008,Land Rover,LR2,HSE,SUV,automatic,salfr24n68h067659,pa,28,110546,gold,tan,bobby rahal volvo jaguar land rover,9025,7600,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,LR2,SE,SUV,automatic,salfs24n18h041815,ny,27,184275,gray,black,ge fleet services for itself/servicer,3075,2700,Thu Jan 15 2015 01:15:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25469a206563,va,26,74001,silver,gray,enterprise car sales/tulsa,21500,18500,Thu Jan 22 2015 01:20:00 GMT-0800 (PST)
2014,Land Rover,Range Rover,Autobiography,SUV,automatic,salgv2ef6ea128312,ca,46,8486,black,black,high bid trading co inc,123000,123000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d42aa254647,pa,4,70819,white,black,bobby rahal volvo jaguar land rover,30800,28000,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d40ba274059,ca,43,28690,silver,black,fiserv/usb dealer services northstar exchange,38300,37500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salme1d44ba352347,ca,29,45337,blue,beige,high bid trading co inc,37700,36000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d43ba270409,ca,21,58424,black,black,fiserv/usb dealer services northstar exchange,32900,31750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d40ba271951,ca,42,40984,white,black,fiserv/usb dealer services northstar exchange,36500,38500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d46ca382920,ca,49,70977,white,brown,ecars,36500,40000,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salme1d44ca368128,ca,45,8782,black,black,fiserv/usb dealer services northstar exchange,53700,56500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,SUV,automatic,salsh2e40da804171,pa,37,20387,black,black,harrison auto sales,55200,54500,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d43da795439,nj,49,19134,white,tan,royalton auto enterprises inc,52000,50400,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
